,차량번호,보고시각,주소(지번),x좌표,y좌표
1,95조7024,2024-02-01 0:03,서울특별시 중구 의주로2가 16-6,126.9685024,37.56159516
2,95조7024,2024-02-01 0:13,서울특별시 중구 의주로2가 16-69,126.9685016,37.56076246
3,95조7024,2024-02-01 0:19,서울특별시 중구 소공동 110-3,126.9789247,37.56395007
4,95조7024,2024-02-01 0:21,서울특별시 중구 충무로2가 65-6,126.9858498,37.56115108
5,95조7024,2024-02-01 0:27,서울특별시 중구 신당동 304-265,127.0106055,37.5620638
6,95조7024,2024-02-01 0:53,서울특별시 중구 신당동 304-577,127.0107287,37.56221984
7,95조7024,2024-02-01 0:59,서울특별시 중구 신당동 247-92,127.0141121,37.56497563
8,95조7024,2024-02-01 1:01,서울특별시 중구 신당동 247-14,127.0144172,37.56495938
9,95조7024,2024-02-01 1:03,서울특별시 중구 무학동 74-1,127.0148001,37.56500564
10,95조7024,2024-02-01 1:05,서울특별시 중구 흥인동 127,127.0152602,37.56542977
11,95조7024,2024-02-01 1:07,서울특별시 중구 무학동 75,127.0152012,37.56517633
12,95조7024,2024-02-01 1:09,서울특별시 중구 신당동 100,127.0160222,37.56421576
13,95조7024,2024-02-01 1:17,서울특별시 중구 신당동 312-11,127.0163607,37.5593816
14,95조7024,2024-02-01 1:19,서울특별시 중구 신당동 40-687,127.0166932,37.55866598
15,95조7024,2024-02-01 1:23,서울특별시 중구 신당동 330-37,127.0153205,37.55842254
16,95조7024,2024-02-01 1:25,서울특별시 중구 신당동 333-710,127.0145251,37.55708033
17,95조7024,2024-02-01 1:35,서울특별시 중구 신당동 841-9,127.0157436,37.55717424
18,95조7024,2024-02-01 1:39,서울특별시 중구 신당동 326-25,127.0165025,37.55840499
19,95조7024,2024-02-01 1:41,서울특별시 중구 신당동 294-68,127.0151056,37.55966963
20,95조7024,2024-02-01 1:49,서울특별시 중구 신당동 304-408,127.0132618,37.56113767
21,95조7024,2024-02-01 1:53,서울특별시 중구 무학동 32-2,127.0152499,37.5640654
22,95조7024,2024-02-01 1:59,서울특별시 중구 신당동 304-835,127.013546,37.56333066
23,95조7024,2024-02-01 2:03,서울특별시 중구 광희동2가 82-1,127.0093408,37.56454516
24,95조7024,2024-02-01 2:09,서울특별시 중구 충무로1가 13-2,126.9814143,37.5616652
25,95조7024,2024-02-01 2:29,서울특별시 중구 광희동2가 62,127.0091736,37.56442336
26,95조7024,2024-02-01 2:35,서울특별시 중구 신당동 47-26,127.0182198,37.56112034
27,95조7024,2024-02-01 3:04,서울특별시 중구 신당동 233-20,127.0114688,37.56465724
28,95조7024,2024-02-01 3:14,서울특별시 중구 흥인동 109,127.0159038,37.56603237
29,95조7024,2024-02-01 3:16,서울특별시 중구 흥인동 156,127.0158766,37.56666928
30,95조7024,2024-02-01 3:20,서울특별시 중구 흥인동 12-8,127.0171803,37.5673152
31,95조7024,2024-02-01 3:30,서울특별시 중구 신당동 193-5,127.0133346,37.56861674
32,95조7024,2024-02-01 3:38,서울특별시 중구 신당동 251-20,127.0124067,37.56606756
33,95조7024,2024-02-01 3:40,서울특별시 중구 신당동 251-150,127.0126773,37.56629386
34,95조7024,2024-02-01 3:42,서울특별시 중구 신당동 251-100,127.0135259,37.56637855
35,95조7024,2024-02-01 3:44,서울특별시 중구 신당동 251-71,127.0137037,37.56591894
36,95조7024,2024-02-01 3:46,서울특별시 중구 흥인동 141-1,127.0142162,37.5659268
37,95조7024,2024-02-01 3:50,서울특별시 중구 을지로7가 2-31,127.0105091,37.56527568
38,95조7024,2024-02-01 3:52,서울특별시 중구 을지로7가 2-37,127.0103496,37.56567871
39,95조7024,2024-02-01 3:54,서울특별시 중구 신당동 251-159,127.0122294,37.56669648
40,95조7024,2024-02-01 4:00,서울특별시 중구 신당동 204-57,127.0127491,37.56772563
41,95조7024,2024-02-01 4:04,서울특별시 중구 신당동 204-4,127.013157,37.5678283
42,95조7024,2024-02-01 4:08,서울특별시 중구 신당동 251-61,127.0137903,37.56692615
43,95조7024,2024-02-01 4:14,서울특별시 중구 을지로4가 130-12,127.0003527,37.56686307
44,95조7024,2024-02-01 4:18,서울특별시 중구 을지로2가 149-10,126.9880109,37.56612176
45,95조7024,2024-02-01 4:20,서울특별시 중구 남대문로2가 1,126.983011,37.56577696
46,95조7024,2024-02-01 4:24,서울특별시 중구 남대문로4가 64-2,126.9762474,37.5606575
47,95조7024,2024-02-01 4:42,서울특별시 중구 중림동 156-131,126.9656958,37.55953749
48,95조7024,2024-02-01 4:44,서울특별시 중구 중림동 156-93,126.9658176,37.5596925
49,95조7024,2024-02-01 5:22,서울특별시 중구 신당동 204-8,127.0126767,37.5677624
50,95조7024,2024-02-01 5:26,서울특별시 중구 신당동 251-57,127.0140013,37.56711299
51,95조7024,2024-02-01 5:28,서울특별시 중구 신당동 251-79,127.0134881,37.56724378
52,95조7024,2024-02-01 5:34,서울특별시 중구 신당동 251-111,127.0133905,37.56601682
53,95조7024,2024-02-01 5:38,서울특별시 중구 흥인동 141,127.014297,37.56573506
54,95조7024,2024-02-01 5:46,서울특별시 중구 신당동 193-38,127.0153092,37.56788723
55,95조7024,2024-02-01 5:54,서울특별시 중구 신당동 213-2,127.0135279,37.56909226
56,95조7024,2024-02-01 5:56,서울특별시 중구 신당동 213-80,127.0128129,37.56908829
57,95조7024,2024-02-01 6:00,서울특별시 중구 신당동 791,127.0119004,37.56905054
58,95조7024,2024-02-01 6:04,서울특별시 중구 신당동 773-1,127.0102799,37.5693018
59,95조7024,2024-02-01 6:08,서울특별시 중구 신당동 217-124,127.0122886,37.5693308
60,95조7024,2024-02-01 6:10,서울특별시 중구 신당동 193-8,127.0123763,37.56830573
61,95조7024,2024-02-01 6:16,서울특별시 중구 신당동 197-17,127.0144379,37.56713546
