127.0137248,37.55578326
127.0125601,37.5565914
127.0124475,37.55597667
127.0115949,37.55614281
127.0131789,37.55864876
127.0151491,37.56032618
127.0126649,37.55994184
127.0103598,37.56412539
127.0029207,37.56323662
126.9937553,37.56130484
126.9814143,37.5616652
126.9685024,37.56159516
126.9735844,37.56263706
126.9836869,37.56063795
126.9983307,37.56219383
127.0162541,37.55937801
127.0117134,37.55619352
127.0128365,37.55890081
127.0181571,37.56110674
127.0153933,37.56395095
127.015365,37.56476095
127.0162517,37.5593417
127.0163607,37.5593816
127.016357,37.55927285
127.0103552,37.56335459
127.0104473,37.56337125
127.0124605,37.56503646
127.0140013,37.56527982
127.0158961,37.56500001
127.0140634,37.560807
127.0137345,37.5604142
127.0077621,37.54969927
127.0104284,37.55396169
127.0228268,37.56554721
127.0236566,37.56548245
127.0264022,37.56526761
127.0217203,37.56824482
127.0170157,37.56792241
127.0155104,37.56927456
127.0197709,37.57146307
127.0157049,37.56852968
127.0166203,37.56779579
127.020769,37.56832203
127.0235426,37.56706823
127.0234953,37.56582846
127.0185208,37.56580809
127.0158325,37.56551556
127.014695,37.56644094
127.01091,37.56589112
127.0162991,37.56661481
127.0001729,37.5626993
126.9969371,37.56198567
126.9770145,37.56097796
126.9681749,37.56142289
126.968321,37.56167512
127.0106267,37.55421449
127.0119314,37.54959378
127.0107168,37.55281785
127.0171503,37.55931715
127.0115288,37.56114839
127.0158193,37.56513309
127.0210052,37.56739568
127.020036,37.56850416
127.0178259,37.56753126
127.0197416,37.57036404
127.023579,37.56850414
127.0205287,37.56523229
127.0208163,37.56178241
127.0151168,37.56033177
127.0150891,37.56035115
127.013602,37.56054865
127.0156047,37.56403589
127.0124052,37.56512224
127.0125091,37.56473993
126.9845199,37.56105334
126.9687317,37.56178623
126.9730415,37.56274641
#NAME?,
127.0026197,37.56300336
127.0136501,37.56038313
127.0163867,37.5647555
127.014209,37.560188
127.0104202,37.56344658
127.011128,37.56104743
127.0145539,37.55897512
127.0124212,37.55550869
127.0141378,37.55428386
127.0142637,37.55473651
127.0168902,37.55432702
127.0165802,37.55359077
127.0126305,37.55541568
