,차량번호,보고시각,주소(지번),x좌표,y좌표
53,800조2173,2024-02-01 11:44:53,서울특별시 중구 신당동 248-8,127.012509133552,37.5647399344442
54,800조2173,2024-02-01 11:56:53,서울특별시 중구 충무로1가 24-1,126.984519893698,37.5610533353089
55,800조2173,2024-02-01 12:08:53,서울특별시 중구 의주로1가 136-7,126.968731739995,37.5617862338543
56,800조2173,2024-02-01 12:11:54,서울특별시 중구 서소문동 58-1,126.973041513671,37.5627464074407
57,800조2173,2024-02-01 12:17:54,서울특별시 중구 소공동 45-4,126.980861205097,37.5627158585291
58,800조2173,2024-02-01 12:23:53,서울특별시 중구 쌍림동 95-1,127.002619661918,37.5630033569995
59,800조2173,2024-02-01 12:29:53,서울특별시 중구 신당동 295-46,127.01365006009,37.5603831293268
60,800조2173,2024-02-01 12:32:31,서울특별시 중구 신당동 101-10,127.016386711403,37.5647554976573
61,800조2173,2024-02-01 12:43:47,서울특별시 중구 신당동 292-200,127.01420902312,37.560187997552
62,800조2173,2024-02-01 12:46:47,서울특별시 중구 신당동 236-345,127.010420192854,37.5634465768796
