,차량번호,보고시각,주소(지번),x좌표,y좌표,
1,800조2173,2024-02-09 06:21:49,서울특별시 중구 신당동 292-127,127.014853248209,37.5624761796775,
2,800조2173,2024-02-09 06:48:50,서울특별시 중구 신당동 292-64,127.014816387196,37.5615197763807,
3,800조2173,2024-02-09 06:54:50,서울특별시 중구 흥인동 99-3,127.016711283121,37.5655457158855,
4,800조2173,2024-02-09 06:57:49,서울특별시 중구 신당동 140-7,127.020098884297,37.5654659902227,
5,800조2173,2024-02-09 07:12:50,서울특별시 중구 황학동 2472-14,127.019442466491,37.5705470852565,
6,800조2173,2024-02-09 07:21:50,서울특별시 중구 황학동 119,127.019357151459,37.5684949919735,
7,800조2173,2024-02-09 07:27:50,서울특별시 중구 황학동 756,127.018506344746,37.5669308195754,
8,800조2173,2024-02-09 07:30:50,서울특별시 중구 흥인동 9-2,127.017821581,37.5675745062487,
9,800조2173,2024-02-09 07:39:50,서울특별시 성동구 상왕십리동 461-12,127.023609644364,37.5683096942285,
10,800조2173,2024-02-09 07:45:50,서울특별시 중구 황학동 667,127.021144017511,37.5664922223366,
11,800조2173,2024-02-09 07:57:51,서울특별시 중구 황학동 720,127.019872527531,37.5659683338443,
12,800조2173,2024-02-09 08:42:51,서울특별시 중구 신당동 373-132,127.012080363265,37.5520198809452,
13,800조2173,2024-02-09 09:06:51,서울특별시 중구 신당동 333-503,127.015318856131,37.5562436533694,
14,800조2173,2024-02-09 09:15:51,서울특별시 중구 신당동 248-50,127.012007032888,37.5647318776099,
15,800조2173,2024-02-09 09:42:51,서울특별시 중구 신당동 155-10,127.02163324456,37.5634286566162,
16,800조2173,2024-02-09 09:54:51,서울특별시 중구 신당동 47-17,127.018725644267,37.5607960810801,
17,800조2173,2024-02-09 10:37:43,서울특별시 중구 필동1가 41-13,126.992948643505,37.5612104625081,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
