,x,y
0,127.013724821158,37.5557832594739
1,127.012560058192,37.5565914037037
2,127.0124474599,37.5559766650256
3,127.013178922385,37.558648763599
4,127.015149128565,37.560326183695
5,127.012664859508,37.5599418407277
6,127.010359845819,37.5641253928524
14,127.016254132485,37.5593780077383
15,127.01283648839,37.5589008102225
16,127.018157096066,37.5611067434782
17,127.015393326091,37.5639509515843
18,127.015364969522,37.5647609509284
19,127.010355211669,37.563354590862
20,127.012460512353,37.5650364574337
21,127.014001271095,37.5652798240253
22,127.015896095815,37.5650000050012
23,127.014063362946,37.5608069998386
24,127.013734498688,37.5604142039268
25,127.007762077695,37.5496992720474
26,127.010428378468,37.5539616891304
27,127.022826752216,37.5655472146599
28,127.023656630802,37.5654824498701
29,127.026402169295,37.5652676109354
30,127.02172032426,37.5682448248554
31,127.017015735215,37.5679224095051
32,127.015510445748,37.5692745607994
33,127.019770864408,37.5714630725883
34,127.015704870312,37.5685296820514
35,127.016620326623,37.5677957858322
36,127.020768960914,37.5683220311826
37,127.023542583065,37.5670682255728
38,127.023495332624,37.5658284645686
39,127.018520781567,37.5658080862432
40,127.015832480191,37.5655155635381
41,127.014695003474,37.5664409434178
42,127.010909963267,37.5658911156092
43,127.016299056676,37.5666148052802
48,127.010626690152,37.5542144914454
49,127.011931386704,37.5495937778354
50,127.01071680101,37.5528178463993
51,127.017150272255,37.559317153768
52,127.01152882983,37.5611483919182
53,127.021005160611,37.5673956756831
54,127.020035972908,37.5685041589757
55,127.017825871979,37.5675312578034
56,127.019741595738,37.5703640434619
57,127.023579030404,37.5685041352065
58,127.020528710134,37.5652322879738
59,127.020816266829,37.5617824125192
60,127.012509133552,37.5647399344442
65,127.016386711403,37.5647554976573
66,127.01420902312,37.560187997552
67,127.011128037418,37.5610474286355
68,127.014553874636,37.5589751234778
69,127.012421238994,37.5555086896363
70,127.014137848853,37.5542838604656
71,127.014263668771,37.5547365066187
72,127.016890191866,37.5543270170224
73,127.016580164739,37.5535907655102
74,127.013639795016,37.5574673236765
75,127.018738309938,37.5607535520208
76,127.01142430334,37.5629822906157
77,127.012016436523,37.5626743613263
78,127.012573026671,37.5623757131065
83,127.010420166419,37.5624441281823
84,127.012549984568,37.5633330243463
85,127.01270994934,37.5635329383391
86,127.011747101454,37.5636725123082
87,127.010836246384,37.5641160698258
90,127.014677103009,37.5600107141969
91,127.014525098977,37.5570803298191
92,127.011795656799,37.5564845341439
93,127.01316203599,37.5553016502212
94,127.014158253322,37.5598449040166
96,127.007890503497,37.5506200839533
97,127.019707362525,37.5684632189861
98,127.022802702406,37.5716829093273
99,127.019739878485,37.569433045181
100,127.023268965734,37.5673201081525
101,127.021580323827,37.5659564111806
102,127.016570815832,37.5655448346886
103,127.015260181191,37.5654297739697
104,127.012680041711,37.5667147193915
105,127.016224488042,37.5672461433639
111,127.012355270578,37.5521520289286
112,127.010816910709,37.5517220433483
113,127.011520810033,37.5531669074195
114,127.015689609243,37.5486535967299
115,127.012201506567,37.5530413300193
116,127.013642375089,37.5598243319213
117,127.022156922543,37.5656169892655
118,127.021767522677,37.5666787953793
119,127.020983071675,37.5681435060789
120,127.020247449274,37.5702936801508
121,127.021638151901,37.5702204528207
122,127.02356513448,37.5664334694647
123,127.022035405078,37.5650088396283
124,127.021109357399,37.5652039844034
125,127.018372704214,37.5633974038598
126,127.020645472576,37.563828875869
127,127.02176000272,37.5637850674899
128,127.016515582208,37.5624795628299
129,127.015333450502,37.5606370038199
130,127.013541876713,37.5611051105432
131,127.014480600051,37.5622361103819
132,127.014986451733,37.562971170335
133,127.012420647154,37.5608069137816
134,127.012117520648,37.5550518252806
135,127.014952083968,37.5558103205644
136,127.015332856672,37.5538725860139
137,127.016561833433,37.5551354387137
138,127.012958032097,37.5555746750713
139,127.013146468697,37.5575223404731
140,127.013082896935,37.5590081820304
141,127.010315040035,37.5617791118071
142,127.01096318918,37.5629859383202
146,127.010143146148,37.5620077095513
147,127.009591262787,37.5619946011235
148,127.011148621344,37.5624647845642
149,127.013647831162,37.5618142728605
150,127.012973702976,37.5630602469189
151,127.01157169645,37.562422216818
154,127.01246238703,37.5579441714916
155,127.01325147084,37.558016615845
156,127.014514189899,37.557435954819
157,127.013695747969,37.5564699130711
158,127.012557113382,37.5586012587186
159,127.012183333755,37.5623698073853
160,127.011476777462,37.561960195022
161,127.011449109317,37.5542270285328
162,127.025629520452,37.565191376723
163,127.022026616465,37.5682200808253
164,127.019624138736,37.5700864663711
165,127.023335358668,37.5707869457035
166,127.022213102689,37.5695584748058
167,127.020743704142,37.5658196998441
168,127.015101264103,37.5665487413664
169,127.015509540468,37.5660003422837
170,127.013597300128,37.5652678879935
171,127.009553684058,37.5681839973392
172,127.011083771836,37.5540930850143
173,127.012054998252,37.5526272463689
174,127.020731950443,37.5626170205028
175,127.014800099388,37.5650056435575
176,127.014352294637,37.5654197065726
180,127.009173574806,37.5644233603601
181,127.011228078615,37.5647414147206
182,127.019084546707,37.5643617174242
183,127.016290145992,37.555842128951
184,127.012728675979,37.5558490537885
185,127.012663976443,37.5573991367752
186,127.013804050504,37.5625730740408
187,127.010123098612,37.5644130114054
189,127.006990847728,37.5641001422125
190,127.012784962717,37.5607157841142
191,127.015661787493,37.5590067869089
192,127.012252857342,37.5577071410384
196,127.013496445599,37.5602272745237
197,127.010506422303,37.5657371719846
198,127.014112138179,37.5649756345225
199,127.015356086849,37.5633947713693
200,127.011142340487,37.5552500507249
201,127.010921052433,37.5550121179104
202,127.018160028085,37.5657255209467
203,127.023374411259,37.5653527626441
