,차량번호,보고시각,주소(지번),x좌표,y좌표
1,800조2173,2024-02-04 17:01:37,서울특별시 중구 신당동 47-36,127.018127594945,37.5612691977265
2,800조2173,2024-02-04 17:10:37,서울특별시 중구 신당동 348-5,127.012029137315,37.5550803959451
3,800조2173,2024-02-04 17:13:37,서울특별시 중구 신당동 842-5,127.01273198114,37.5553197173312
4,800조2173,2024-02-04 17:37:37,서울특별시 중구 신당동 799,127.016290145992,37.555842128951
5,800조2173,2024-02-04 18:01:38,서울특별시 중구 신당동 340-151,127.012728675979,37.5558490537885
6,800조2173,2024-02-04 18:10:38,서울특별시 중구 신당동 346-616,127.013670895097,37.5561000564732
7,800조2173,2024-02-04 18:16:38,서울특별시 중구 신당동 341-20,127.013304774704,37.5567288143459
8,800조2173,2024-02-04 18:22:38,서울특별시 중구 신당동 340-83,127.012663976443,37.5573991367752
9,800조2173,2024-02-04 18:25:37,서울특별시 중구 신당동 340-191,127.012984471766,37.5572839545033
10,800조2173,2024-02-04 18:31:38,서울특별시 중구 신당동 333-52,127.013993673154,37.5573362772521
11,800조2173,2024-02-04 18:34:38,서울특별시 중구 신당동 333-60,127.013728892325,37.5576170591044
12,800조2173,2024-02-04 18:37:37,서울특별시 중구 신당동 333-240,127.013978698107,37.5577505575927
13,800조2173,2024-02-04 18:46:38,서울특별시 중구 신당동 304-763,127.012690706501,37.5601889814111
14,800조2173,2024-02-04 19:28:38,서울특별시 중구 신당동 393-38,127.009509225101,37.5621533633654
15,800조2173,2024-02-04 19:43:38,서울특별시 중구 신당동 236-374,127.012479065016,37.5622613866082
16,800조2173,2024-02-04 19:49:40,서울특별시 중구 신당동 241-189,127.013804050504,37.5625730740408
17,800조2173,2024-02-04 19:52:39,서울특별시 중구 신당동 304-198,127.0126809278,37.5632613811377
18,800조2173,2024-02-04 20:07:39,서울특별시 중구 신당동 231-1,127.010997418844,37.5640815467639
19,800조2173,2024-02-04 20:40:39,서울특별시 중구 신당동 230-13,127.010123098612,37.5644130114054
20,800조2173,2024-02-04 20:52:39,서울특별시 중구 필동2가 10-1,126.99369824382,37.5612647449023
21,800조2173,2024-02-04 21:16:40,서울특별시 중구 충무로5가 70-1,126.997968241728,37.5621985083616
22,800조2173,2024-02-04 21:19:40,서울특별시 중구 광희동2가 352-4,127.006990847728,37.5641001422125
23,800조2173,2024-02-04 21:34:40,서울특별시 중구 신당동 236-274,127.010830371984,37.5641940966452
24,800조2173,2024-02-04 21:55:40,서울특별시 중구 신당동 304-254,127.010572918923,37.5629208318683
25,800조2173,2024-02-04 21:58:40,서울특별시 중구 신당동 393-23,127.010256350726,37.5629887048292
