,0,1
0,127.013724821158,37.5557832594739
1,127.012560058192,37.5565914037037
2,127.0124474599,37.5559766650256
3,127.011594944704,37.5561428056702
4,127.013178922385,37.558648763599
5,127.015149128565,37.560326183695
6,127.012664859508,37.5599418407277
7,127.010359845819,37.5641253928524
8,127.00292074256,37.5632366179215
9,126.99375528428,37.5613048422884
10,126.98141425847,37.5616652046495
11,126.96850239861,37.5615951616024
12,126.973584384643,37.5626370590737
13,126.983686852763,37.5606379537174
14,126.998330655625,37.5621938288595
15,127.016254132485,37.5593780077383
16,127.01283648839,37.5589008102225
17,127.018157096066,37.5611067434782
18,127.015393326091,37.5639509515843
19,127.015364969522,37.5647609509284
20,127.012549984568,37.5633330243463
21,127.01185363431,37.5631160462685
22,127.011747101454,37.5636725123082
23,127.010836246384,37.5641160698258
24,126.976238695627,37.5604118909713
25,126.97620144116,37.5640265916839
26,127.010442582208,37.5632934956081
27,127.014677103009,37.5600107141969
28,127.014462811786,37.5597986459578
29,127.014525098977,37.5570803298191
30,127.013524319139,37.5572684868461
31,127.014143346651,37.5564272431222
32,127.012417289793,37.5555802292631
33,127.01316203599,37.5553016502212
34,127.012099153068,37.5569440121313
35,126.971727008397,37.559702803308
36,127.010407193317,37.5627536216406
